"job_id","job_title","job_location","company_name","salary_year_avg","skills","type"
731368,"Director, Data Analyst - HYBRID","Anywhere","Inclusively","189309.0","tableau","analyst_tools"
731368,"Director, Data Analyst - HYBRID","Anywhere","Inclusively","189309.0","power bi","analyst_tools"
731368,"Director, Data Analyst - HYBRID","Anywhere","Inclusively","189309.0","sap","analyst_tools"
731368,"Director, Data Analyst - HYBRID","Anywhere","Inclusively","189309.0","jenkins","other"
731368,"Director, Data Analyst - HYBRID","Anywhere","Inclusively","189309.0","bitbucket","other"
731368,"Director, Data Analyst - HYBRID","Anywhere","Inclusively","189309.0","atlassian","other"
731368,"Director, Data Analyst - HYBRID","Anywhere","Inclusively","189309.0","jira","async"
731368,"Director, Data Analyst - HYBRID","Anywhere","Inclusively","189309.0","confluence","async"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Motional","189000.0","sql","programming"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Motional","189000.0","python","programming"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Motional","189000.0","r","programming"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Motional","189000.0","git","other"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Motional","189000.0","bitbucket","other"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Motional","189000.0","atlassian","other"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Motional","189000.0","jira","async"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Motional","189000.0","confluence","async"
1749593,"Principal Data Analyst","Anywhere","SmartAsset","186000.0","sql","programming"
1749593,"Principal Data Analyst","Anywhere","SmartAsset","186000.0","python","programming"
1749593,"Principal Data Analyst","Anywhere","SmartAsset","186000.0","go","programming"
1749593,"Principal Data Analyst","Anywhere","SmartAsset","186000.0","snowflake","cloud"
1749593,"Principal Data Analyst","Anywhere","SmartAsset","186000.0","pandas","libraries"
1749593,"Principal Data Analyst","Anywhere","SmartAsset","186000.0","numpy","libraries"
1749593,"Principal Data Analyst","Anywhere","SmartAsset","186000.0","excel","analyst_tools"
1749593,"Principal Data Analyst","Anywhere","SmartAsset","186000.0","tableau","analyst_tools"
1749593,"Principal Data Analyst","Anywhere","SmartAsset","186000.0","gitlab","other"
387860,"ERM Data Analyst","Anywhere","Get It Recruit - Information Technology","184000.0","sql","programming"
387860,"ERM Data Analyst","Anywhere","Get It Recruit - Information Technology","184000.0","python","programming"
387860,"ERM Data Analyst","Anywhere","Get It Recruit - Information Technology","184000.0","r","programming"
